zone,latitude,longitude,temperature_c,humidity_percent,precipitation_mm,cloud_cover_percent,wind_speed_kmh,wind_direction_degree,solar_radiation_wm2,hour,day,month,day_of_week,is_daytime,solar_generation_mw_per_1mw
Chittagong,22.3569,91.7832,26.5,92,0.0,100,10.7,134,0.0,20,3,10,3,0,0.0
Chittagong,22.3569,91.7832,26.4,92,0.0,100,12.8,142,0.0,21,3,10,3,0,0.0
Chittagong,22.3569,91.7832,26.3,92,0.0,100,14.0,137,0.0,22,3,10,3,0,0.0
Chittagong,22.3569,91.7832,25.9,92,0.0,100,13.6,133,0.0,23,3,10,3,0,0.0
Chittagong,22.3569,91.7832,25.8,91,0.0,100,15.3,135,0.0,0,4,10,4,0,0.0
Chittagong,22.3569,91.7832,25.4,91,0.0,100,15.0,136,0.0,1,4,10,4,0,0.0
Chittagong,22.3569,91.7832,25.3,90,0.0,100,15.4,137,0.0,2,4,10,4,0,0.0
Chittagong,22.3569,91.7832,25.1,90,0.0,100,15.1,142,0.0,3,4,10,4,0,0.0
Chittagong,22.3569,91.7832,25.1,90,0.0,100,16.2,142,0.0,4,4,10,4,0,0.0
Chittagong,22.3569,91.7832,25.2,89,0.0,100,15.3,146,0.0,5,4,10,4,0,0.0
Chittagong,22.3569,91.7832,25.2,90,0.0,99,16.0,147,1.0,6,4,10,4,1,0.05530949999999999
Chittagong,22.3569,91.7832,25.3,92,0.9,100,23.4,148,66.0,7,4,10,4,1,0.16804499999999997
Chittagong,22.3569,91.7832,25.6,91,1.2,100,22.7,149,133.0,8,4,10,4,1,0.29911499999999996
Chittagong,22.3569,91.7832,26.4,90,2.0,100,22.6,161,159.0,9,4,10,4,1,0.36323049999999996
Chittagong,22.3569,91.7832,26.7,86,1.1,100,26.4,160,365.0,10,4,10,4,1,0.29767
Chittagong,22.3569,91.7832,25.8,93,0.6,100,20.4,163,178.0,11,4,10,4,1,0.3223795
Chittagong,22.3569,91.7832,26.5,92,3.0,100,19.8,161,168.0,12,4,10,4,1,0.35204450000000004
Chittagong,22.3569,91.7832,27.3,85,0.6,100,22.9,170,282.0,13,4,10,4,1,0.3303525
Chittagong,22.3569,91.7832,28.1,84,0.1,100,21.3,167,429.0,14,4,10,4,1,0.28815
Chittagong,22.3569,91.7832,27.2,84,0.7,100,23.0,181,393.0,15,4,10,4,1,0.183328
Chittagong,22.3569,91.7832,27.2,87,0.5,100,20.7,178,186.0,16,4,10,4,1,0.07917750000000001
Chittagong,22.3569,91.7832,26.0,92,5.9,100,16.2,176,79.0,17,4,10,4,1,0.007055
Chittagong,22.3569,91.7832,25.8,92,0.8,100,18.7,158,5.0,18,4,10,4,1,0.0
Chittagong,22.3569,91.7832,25.1,93,3.4,100,15.7,141,0.0,19,4,10,4,0,0.0
Chittagong,22.3569,91.7832,25.2,93,2.7,100,16.7,132,0.0,20,4,10,4,0,0.0
Chittagong,22.3569,91.7832,24.9,93,0.1,100,16.9,145,0.0,21,4,10,4,0,0.0
Chittagong,22.3569,91.7832,24.9,93,0.7,100,14.9,148,0.0,22,4,10,4,0,0.0
Chittagong,22.3569,91.7832,25.0,94,0.4,100,14.9,148,0.0,23,4,10,4,0,0.0
Chittagong,22.3569,91.7832,25.5,93,0.1,100,16.5,150,0.0,0,5,10,5,0,0.0
Chittagong,22.3569,91.7832,25.4,93,0.0,100,17.6,153,0.0,1,5,10,5,0,0.0
Chittagong,22.3569,91.7832,25.6,92,0.1,100,18.0,155,0.0,2,5,10,5,0,0.0
Chittagong,22.3569,91.7832,25.4,94,0.2,100,17.1,155,0.0,3,5,10,5,0,0.0
Chittagong,22.3569,91.7832,25.2,94,0.1,100,16.8,159,0.0,4,5,10,5,0,0.0
Chittagong,22.3569,91.7832,25.1,93,0.7,100,16.4,165,0.0,5,5,10,5,0,0.0
Chittagong,22.3569,91.7832,25.3,93,0.4,100,16.7,153,1.0,6,5,10,5,1,0.0491725
Chittagong,22.3569,91.7832,25.8,90,0.0,100,18.4,146,78.0,7,5,10,5,1,0.144483
Chittagong,22.3569,91.7832,27.4,84,0.0,100,18.2,162,239.0,8,5,10,5,1,0.27191499999999996
Chittagong,22.3569,91.7832,28.1,82,0.1,100,19.6,165,393.0,9,5,10,5,1,0.3749945
Chittagong,22.3569,91.7832,28.4,81,0.4,100,19.8,184,557.0,10,5,10,5,1,0.471835
Chittagong,22.3569,91.7832,27.0,84,0.7,100,19.6,180,334.0,11,5,10,5,1,0.45725750000000004
Chittagong,22.3569,91.7832,28.3,81,0.2,100,20.3,188,726.0,12,5,10,5,1,0.47553249999999997
Chittagong,22.3569,91.7832,28.1,83,0.1,100,21.8,190,710.0,13,5,10,5,1,0.3108875
Chittagong,22.3569,91.7832,28.1,83,0.2,100,23.1,185,434.0,14,5,10,5,1,0.331908
Chittagong,22.3569,91.7832,28.2,82,0.5,100,21.8,188,494.0,15,5,10,5,1,0.20155199999999998
Chittagong,22.3569,91.7832,27.6,87,0.8,100,20.2,177,238.0,16,5,10,5,1,0.0831725
Chittagong,22.3569,91.7832,27.5,86,0.0,100,17.4,175,122.0,17,5,10,5,1,0.007922
Chittagong,22.3569,91.7832,26.7,87,0.1,100,13.9,156,14.0,18,5,10,5,1,0.0
Chittagong,22.3569,91.7832,26.8,90,0.0,100,10.7,135,0.0,19,5,10,5,0,0.0
Chittagong,22.3569,91.7832,26.4,92,0.0,100,11.3,119,0.0,20,5,10,5,0,0.0
Chittagong,22.3569,91.7832,25.9,91,0.0,100,11.2,120,0.0,21,5,10,5,0,0.0
Chittagong,22.3569,91.7832,25.5,92,0.0,97,9.6,127,0.0,22,5,10,5,0,0.0
Chittagong,22.3569,91.7832,25.4,92,0.0,96,7.6,133,0.0,23,5,10,5,0,0.0
Chittagong,22.3569,91.7832,25.4,92,0.0,98,7.3,130,0.0,0,6,10,6,0,0.0
Chittagong,22.3569,91.7832,25.3,93,0.0,97,9.3,127,0.0,1,6,10,6,0,0.0
Chittagong,22.3569,91.7832,25.0,94,0.0,100,7.9,125,0.0,2,6,10,6,0,0.0
Chittagong,22.3569,91.7832,24.8,95,0.0,100,6.5,122,0.0,3,6,10,6,0,0.0
Chittagong,22.3569,91.7832,24.7,95,0.0,100,7.1,120,0.0,4,6,10,6,0,0.0
Chittagong,22.3569,91.7832,24.6,96,0.0,95,6.1,102,0.0,5,6,10,6,0,0.0
Chittagong,22.3569,91.7832,24.5,96,0.0,100,6.0,99,1.0,6,6,10,6,1,0.0683995
Chittagong,22.3569,91.7832,25.8,92,0.0,90,8.5,97,94.0,7,6,10,6,1,0.225148
Chittagong,22.3569,91.7832,27.2,88,0.0,81,8.4,101,292.0,8,6,10,6,1,0.39605749999999995
Chittagong,22.3569,91.7832,28.6,81,0.1,85,10.0,141,501.0,9,6,10,6,1,0.46917450000000005
Chittagong,22.3569,91.7832,29.4,79,0.2,58,9.3,171,611.0,10,6,10,6,1,0.5380245
Chittagong,22.3569,91.7832,29.7,80,0.2,41,7.1,190,723.0,11,6,10,6,1,0.6536924999999999
Chittagong,22.3569,91.7832,29.9,81,0.2,24,6.8,215,763.0,12,6,10,6,1,0.581485
Chittagong,22.3569,91.7832,28.8,85,3.2,64,11.0,221,779.0,13,6,10,6,1,0.5341825
Chittagong,22.3569,91.7832,28.9,84,0.6,100,7.2,219,511.0,14,6,10,6,1,0.450687
Chittagong,22.3569,91.7832,27.8,86,2.4,100,9.1,195,198.0,15,6,10,6,1,0.284223
Chittagong,22.3569,91.7832,28.0,85,0.1,100,7.3,189,139.0,16,6,10,6,1,0.1222725
Chittagong,22.3569,91.7832,27.4,90,0.5,100,4.4,148,71.0,17,6,10,6,1,0.009197
Chittagong,22.3569,91.7832,26.8,91,0.2,100,6.4,135,7.0,18,6,10,6,1,0.0
Chittagong,22.3569,91.7832,27.6,88,0.0,65,5.7,169,0.0,19,6,10,6,0,0.0
Chittagong,22.3569,91.7832,27.1,93,0.0,29,6.4,144,0.0,20,6,10,6,0,0.0
Chittagong,22.3569,91.7832,26.4,97,0.0,37,5.0,139,0.0,21,6,10,6,0,0.0
Chittagong,22.3569,91.7832,26.1,96,0.0,44,4.5,143,0.0,22,6,10,6,0,0.0
Chittagong,22.3569,91.7832,25.9,95,0.0,56,4.3,132,0.0,23,6,10,6,0,0.0
Chittagong,22.3569,91.7832,25.8,94,0.0,76,5.1,107,0.0,0,7,10,0,0,0.0
Chittagong,22.3569,91.7832,25.6,94,0.6,90,3.4,90,0.0,1,7,10,0,0,0.0
Chittagong,22.3569,91.7832,25.4,95,0.3,100,4.1,90,0.0,2,7,10,0,0,0.0
Chittagong,22.3569,91.7832,25.5,94,0.0,73,5.6,84,0.0,3,7,10,0,0,0.0
Chittagong,22.3569,91.7832,25.2,96,0.0,64,5.6,69,0.0,4,7,10,0,0,0.0
Chittagong,22.3569,91.7832,25.1,95,0.0,91,4.3,45,0.0,5,7,10,0,0,0.0
Chittagong,22.3569,91.7832,25.2,94,0.0,53,4.1,52,1.0,6,7,10,0,1,0.0420495
Chittagong,22.3569,91.7832,26.6,91,0.0,96,6.4,54,79.0,7,7,10,0,1,0.12733
Chittagong,22.3569,91.7832,28.0,87,0.0,79,6.2,49,267.0,8,7,10,0,1,0.24123
Chittagong,22.3569,91.7832,29.4,79,0.0,33,6.4,40,486.0,9,7,10,0,1,0.43146
Chittagong,22.3569,91.7832,30.4,71,0.1,18,3.1,3,657.0,10,7,10,0,1,0.5722625
Chittagong,22.3569,91.7832,30.7,70,0.2,28,2.5,315,747.0,11,7,10,0,1,0.646765
Chittagong,22.3569,91.7832,30.8,71,0.2,38,4.2,275,772.0,12,7,10,0,1,0.6407555
Chittagong,22.3569,91.7832,30.7,73,0.0,43,7.2,271,733.0,13,7,10,0,1,0.5661255
Chittagong,22.3569,91.7832,30.5,73,0.0,58,8.8,274,671.0,14,7,10,0,1,0.4496755
Chittagong,22.3569,91.7832,30.1,74,0.0,93,6.7,284,521.0,15,7,10,0,1,0.284682
Chittagong,22.3569,91.7832,29.5,77,0.0,100,3.6,351,221.0,16,7,10,0,1,0.119527
Chittagong,22.3569,91.7832,28.3,85,0.0,100,6.4,27,87.0,17,7,10,0,1,0.0091205
Chittagong,22.3569,91.7832,27.2,90,0.0,100,3.9,28,10.0,18,7,10,0,1,0.0
Chittagong,22.3569,91.7832,27.8,83,0.0,50,5.3,308,0.0,19,7,10,0,0,0.0
Chittagong,22.3569,91.7832,27.3,86,0.0,33,6.0,343,0.0,20,7,10,0,0,0.0
Chittagong,22.3569,91.7832,26.9,88,0.0,60,6.3,355,0.0,21,7,10,0,0,0.0
Chittagong,22.3569,91.7832,26.8,89,0.0,97,4.6,9,0.0,22,7,10,0,0,0.0
Chittagong,22.3569,91.7832,26.4,93,0.0,87,4.5,16,0.0,23,7,10,0,0,0.0
Chittagong,22.3569,91.7832,26.2,95,0.0,85,5.1,27,0.0,0,8,10,1,0,0.0
Chittagong,22.3569,91.7832,25.9,96,0.0,95,4.4,21,0.0,1,8,10,1,0,0.0
Chittagong,22.3569,91.7832,25.5,96,0.0,96,4.3,24,0.0,2,8,10,1,0,0.0
Chittagong,22.3569,91.7832,25.4,97,0.0,100,4.8,29,0.0,3,8,10,1,0,0.0
Chittagong,22.3569,91.7832,25.3,97,0.0,100,4.2,31,0.0,4,8,10,1,0,0.0
Chittagong,22.3569,91.7832,25.3,97,0.0,100,4.0,30,0.0,5,8,10,1,0,0.0
Chittagong,22.3569,91.7832,25.2,96,0.0,97,3.8,25,1.0,6,8,10,1,1,0.0556155
Chittagong,22.3569,91.7832,27.2,90,0.0,91,4.5,29,89.0,7,8,10,1,1,0.19635
Chittagong,22.3569,91.7832,28.5,84,0.0,5,4.0,36,289.0,8,8,10,1,1,0.36974999999999997
Chittagong,22.3569,91.7832,29.8,76,0.0,12,4.7,7,505.0,9,8,10,1,1,0.515185
Chittagong,22.3569,91.7832,30.6,72,0.0,30,5.3,336,672.0,10,8,10,1,1,0.6401775
Chittagong,22.3569,91.7832,31.0,71,0.0,17,5.2,311,791.0,11,8,10,1,1,0.6873695
Chittagong,22.3569,91.7832,31.3,69,0.0,13,7.5,294,807.0,12,8,10,1,1,0.6592005
Chittagong,22.3569,91.7832,30.9,70,0.0,18,10.1,286,787.0,13,8,10,1,1,0.612425
Chittagong,22.3569,91.7832,30.9,71,0.0,24,10.0,283,691.0,14,8,10,1,1,0.46852
Chittagong,22.3569,91.7832,30.4,73,0.0,12,7.6,285,560.0,15,8,10,1,1,0.293233
Chittagong,22.3569,91.7832,30.0,74,0.0,42,7.0,271,372.0,16,8,10,1,1,0.119935
Chittagong,22.3569,91.7832,29.0,81,0.0,89,6.2,278,151.0,17,8,10,1,1,0.00833
Chittagong,22.3569,91.7832,27.7,85,0.0,100,4.7,293,13.0,18,8,10,1,1,0.0
Chittagong,22.3569,91.7832,27.6,86,0.0,19,6.7,301,0.0,19,8,10,1,0,0.0
Chittagong,22.3569,91.7832,27.7,84,0.0,3,6.0,350,0.0,20,8,10,1,0,0.0
Chittagong,22.3569,91.7832,27.0,91,0.0,100,5.9,12,0.0,21,8,10,1,0,0.0
Chittagong,22.3569,91.7832,26.3,95,0.0,97,3.6,37,0.0,22,8,10,1,0,0.0
Chittagong,22.3569,91.7832,26.0,96,0.0,92,3.7,43,0.0,23,8,10,1,0,0.0
Chittagong,22.3569,91.7832,26.0,96,0.0,100,3.7,35,0.0,0,9,10,2,0,0.0
Chittagong,22.3569,91.7832,25.7,97,0.0,100,3.6,33,0.0,1,9,10,2,0,0.0
Chittagong,22.3569,91.7832,25.4,97,0.0,100,3.6,45,0.0,2,9,10,2,0,0.0
Chittagong,22.3569,91.7832,25.3,97,0.0,100,3.4,43,0.0,3,9,10,2,0,0.0
Chittagong,22.3569,91.7832,25.2,96,0.0,100,3.7,47,0.0,4,9,10,2,0,0.0
Chittagong,22.3569,91.7832,24.9,97,0.0,100,2.6,74,0.0,5,9,10,2,0,0.0
Chittagong,22.3569,91.7832,24.9,97,0.0,100,4.2,43,1.0,6,9,10,2,1,0.0659005
Chittagong,22.3569,91.7832,25.7,95,0.0,95,3.9,66,79.0,7,9,10,2,1,0.23619800000000002
Chittagong,22.3569,91.7832,27.5,90,0.0,100,3.4,65,262.0,8,9,10,2,1,0.41063500000000003
Chittagong,22.3569,91.7832,29.1,80,0.0,100,1.2,51,475.0,9,9,10,2,1,0.5418495
Chittagong,22.3569,91.7832,29.9,76,0.1,100,2.9,277,632.0,10,9,10,2,1,0.6231774999999999
Chittagong,22.3569,91.7832,30.1,76,0.1,47,5.8,275,679.0,11,9,10,2,1,0.6193694999999999
Chittagong,22.3569,91.7832,30.5,74,0.0,50,7.5,287,805.0,12,9,10,2,1,0.576198
Chittagong,22.3569,91.7832,30.5,73,0.0,24,11.0,285,796.0,13,9,10,2,1,0.5145899999999999
Chittagong,22.3569,91.7832,30.1,74,0.0,15,11.7,279,660.0,14,9,10,2,1,0.4247705
Chittagong,22.3569,91.7832,30.3,74,0.0,28,7.6,274,561.0,15,9,10,2,1,0.26003200000000004
Chittagong,22.3569,91.7832,29.9,74,0.0,79,7.3,254,362.0,16,9,10,2,1,0.10178749999999999
Chittagong,22.3569,91.7832,28.8,83,0.0,80,8.8,258,140.0,17,9,10,2,1,0.0074375000000000005
Chittagong,22.3569,91.7832,28.0,87,0.0,100,5.6,268,13.0,18,9,10,2,1,0.0
Chittagong,22.3569,91.7832,28.0,80,0.0,95,6.8,259,0.0,19,9,10,2,0,0.0
Chittagong,22.3569,91.7832,27.7,85,0.0,98,8.1,282,0.0,20,9,10,2,0,0.0
Chittagong,22.3569,91.7832,27.0,92,0.0,100,4.8,297,0.0,21,9,10,2,0,0.0
Chittagong,22.3569,91.7832,26.6,94,0.0,100,4.6,334,0.0,22,9,10,2,0,0.0
Chittagong,22.3569,91.7832,26.2,95,0.0,100,4.1,13,0.0,23,9,10,2,0,0.0
Chittagong,22.3569,91.7832,26.0,95,0.0,100,3.6,9,0.0,0,10,10,3,0,0.0
Chittagong,22.3569,91.7832,25.8,96,0.0,100,3.6,9,0.0,1,10,10,3,0,0.0
Chittagong,22.3569,91.7832,25.8,96,0.0,100,3.4,32,0.0,2,10,10,3,0,0.0
Chittagong,22.3569,91.7832,25.3,97,0.0,99,3.7,51,0.0,3,10,10,3,0,0.0
Chittagong,22.3569,91.7832,25.2,97,0.0,100,3.7,76,0.0,4,10,10,3,0,0.0
Chittagong,22.3569,91.7832,25.1,97,0.0,96,4.0,72,0.0,5,10,10,3,0,0.0
Chittagong,22.3569,91.7832,25.0,98,0.0,96,4.8,75,1.0,6,10,10,3,1,0.047498
Chittagong,22.3569,91.7832,26.5,93,0.0,98,5.3,98,86.0,7,10,10,3,1,0.1523795
Chittagong,22.3569,91.7832,27.8,89,0.0,100,4.7,94,211.0,8,10,10,3,1,0.2711075
Chittagong,22.3569,91.7832,29.1,81,0.1,72,2.5,98,430.0,9,10,10,3,1,0.44261200000000006
Chittagong,22.3569,91.7832,30.0,77,0.0,15,2.5,270,638.0,10,10,10,3,1,0.522257
Chittagong,22.3569,91.7832,30.3,76,0.0,6,6.9,263,748.0,11,10,10,3,1,0.5422745
Chittagong,22.3569,91.7832,30.3,77,0.1,12,7.9,254,813.0,12,10,10,3,1,0.5050445
Chittagong,22.3569,91.7832,29.9,73,0.7,49,12.5,259,771.0,13,10,10,3,1,0.4196195
Chittagong,22.3569,91.7832,29.3,79,0.0,24,9.9,255,563.0,14,10,10,3,1,0.304402
Chittagong,22.3569,91.7832,29.4,78,0.0,38,13.5,258,543.0,15,10,10,3,1,0.1782875
Chittagong,22.3569,91.7832,29.1,79,0.3,69,9.1,262,340.0,16,10,10,3,1,0.0616675
Chittagong,22.3569,91.7832,28.6,82,0.1,100,5.6,253,135.0,17,10,10,3,1,0.0055249999999999995
Chittagong,22.3569,91.7832,27.6,87,0.0,99,4.8,250,11.0,18,10,10,3,1,0.0
Chittagong,22.3569,91.7832,27.4,89,0.0,8,5.6,209,0.0,19,10,10,3,0,0.0
Chittagong,22.3569,91.7832,27.4,88,0.0,17,4.7,176,0.0,20,10,10,3,0,0.0
Chittagong,22.3569,91.7832,27.1,89,0.0,34,4.2,140,0.0,21,10,10,3,0,0.0
Chittagong,22.3569,91.7832,26.4,93,0.0,86,5.2,136,0.0,22,10,10,3,0,0.0
Chittagong,22.3569,91.7832,26.1,94,0.0,53,5.0,120,0.0,23,10,10,3,0,0.0
Chittagong,22.3569,91.7832,25.8,96,0.0,43,4.2,108,0.0,0,11,10,4,0,0.0
Chittagong,22.3569,91.7832,25.9,95,0.0,4,4.8,115,0.0,1,11,10,4,0,0.0
Chittagong,22.3569,91.7832,25.2,96,0.0,7,5.3,100,0.0,2,11,10,4,0,0.0
Chittagong,22.3569,91.7832,25.4,96,0.0,45,3.4,108,0.0,3,11,10,4,0,0.0
Chittagong,22.3569,91.7832,25.1,97,0.0,57,4.3,95,0.0,4,11,10,4,0,0.0
Chittagong,22.3569,91.7832,25.2,95,0.4,53,2.8,63,0.0,5,11,10,4,0,0.0
Chittagong,22.3569,91.7832,25.4,96,0.0,34,3.1,130,1.0,6,11,10,4,1,0.0519945
Chittagong,22.3569,91.7832,27.4,89,0.0,25,6.3,95,86.0,7,11,10,4,1,0.194667
Chittagong,22.3569,91.7832,28.5,86,0.0,29,6.0,97,264.0,8,11,10,4,1,0.3625675
Chittagong,22.3569,91.7832,29.2,82,0.3,39,1.1,81,435.0,9,11,10,4,1,0.4960174999999999
Chittagong,22.3569,91.7832,29.6,82,0.2,38,1.8,264,581.0,10,11,10,4,1,0.589475
Chittagong,22.3569,91.7832,30.0,81,0.1,24,4.7,266,740.0,11,11,10,4,1,0.6801444999999999
Chittagong,22.3569,91.7832,30.3,79,0.1,21,6.6,259,789.0,12,11,10,4,1,0.636327
Chittagong,22.3569,91.7832,30.6,74,0.1,28,8.3,257,766.0,13,11,10,4,1,0.545615
Chittagong,22.3569,91.7832,29.9,77,0.1,40,9.2,250,668.0,14,11,10,4,1,0.417333
Chittagong,22.3569,91.7832,29.6,79,0.0,49,8.6,241,513.0,15,11,10,4,1,0.25839999999999996
Chittagong,22.3569,91.7832,29.2,81,0.0,49,6.7,234,331.0,16,11,10,4,1,0.098787
Chittagong,22.3569,91.7832,28.7,84,0.0,83,4.8,217,144.0,17,11,10,4,1,0.006647
Chittagong,22.3569,91.7832,27.9,88,0.0,53,4.9,186,11.0,18,11,10,4,1,0.0
Chittagong,22.3569,91.7832,28.1,86,0.0,62,5.0,251,0.0,19,11,10,4,0,0.0
Chittagong,22.3569,91.7832,27.4,89,0.0,100,5.7,238,0.0,20,11,10,4,0,0.0
Chittagong,22.3569,91.7832,27.6,87,0.0,95,5.6,205,0.0,21,11,10,4,0,0.0
Chittagong,22.3569,91.7832,27.3,88,0.0,93,4.2,137,0.0,22,11,10,4,0,0.0
Chittagong,22.3569,91.7832,26.4,94,0.0,31,4.6,99,0.0,23,11,10,4,0,0.0
Chittagong,22.3569,91.7832,26.3,95,0.0,81,5.3,114,0.0,0,12,10,5,0,0.0
Chittagong,22.3569,91.7832,25.8,97,0.0,82,4.8,105,0.0,1,12,10,5,0,0.0
Chittagong,22.3569,91.7832,25.5,97,0.0,49,4.5,97,0.0,2,12,10,5,0,0.0
Chittagong,22.3569,91.7832,25.4,96,0.0,92,4.6,111,0.0,3,12,10,5,0,0.0
Chittagong,22.3569,91.7832,25.4,96,0.0,24,4.8,117,0.0,4,12,10,5,0,0.0
Chittagong,22.3569,91.7832,25.4,96,0.0,22,4.7,118,0.0,5,12,10,5,0,0.0
Chittagong,22.3569,91.7832,25.5,95,0.0,37,4.3,123,1.0,6,12,10,5,1,0.04505
Chittagong,22.3569,91.7832,27.0,89,0.0,34,6.9,120,82.0,7,12,10,5,1,0.16987249999999998
Chittagong,22.3569,91.7832,28.1,88,0.0,64,5.9,160,244.0,8,12,10,5,1,0.3189455
Chittagong,22.3569,91.7832,28.8,85,0.3,91,3.6,207,356.0,9,12,10,5,1,0.44455
Chittagong,22.3569,91.7832,29.4,84,0.2,65,3.5,255,583.0,10,12,10,5,1,0.5400305000000001
Chittagong,22.3569,91.7832,29.7,81,0.2,96,4.6,281,624.0,11,12,10,5,1,0.6028625000000001
Chittagong,22.3569,91.7832,30.1,79,0.1,21,6.9,300,729.0,12,12,10,5,1,0.5998195
Chittagong,22.3569,91.7832,30.4,74,0.1,50,8.2,299,751.0,13,12,10,5,1,0.5213305
Chittagong,22.3569,91.7832,30.1,74,0.0,65,9.4,301,618.0,14,12,10,5,1,0.3979955
Chittagong,22.3569,91.7832,30.1,74,0.0,97,8.0,304,497.0,15,12,10,5,1,0.24627050000000003
Chittagong,22.3569,91.7832,29.8,74,0.0,92,7.7,319,323.0,16,12,10,5,1,0.09496199999999999
Chittagong,22.3569,91.7832,28.6,83,0.0,71,8.0,320,124.0,17,12,10,5,1,0.006103
Chittagong,22.3569,91.7832,27.5,87,0.0,56,6.8,331,10.0,18,12,10,5,1,0.0
Chittagong,22.3569,91.7832,27.8,86,0.0,36,8.1,24,0.0,19,12,10,5,0,0.0
Chittagong,22.3569,91.7832,27.3,88,0.0,20,8.0,34,0.0,20,12,10,5,0,0.0
Chittagong,22.3569,91.7832,26.7,91,0.0,3,6.3,35,0.0,21,12,10,5,0,0.0
Chittagong,22.3569,91.7832,26.2,94,0.0,0,5.0,41,0.0,22,12,10,5,0,0.0
Chittagong,22.3569,91.7832,25.8,96,0.0,0,3.9,62,0.0,23,12,10,5,0,0.0
Chittagong,22.3569,91.7832,25.3,97,0.0,0,4.8,42,0.0,0,13,10,6,0,0.0
Chittagong,22.3569,91.7832,25.1,97,0.0,0,4.8,11,0.0,1,13,10,6,0,0.0
Chittagong,22.3569,91.7832,25.2,96,0.0,0,3.8,3,0.0,2,13,10,6,0,0.0
Chittagong,22.3569,91.7832,25.1,96,0.0,0,4.6,11,0.0,3,13,10,6,0,0.0
Chittagong,22.3569,91.7832,25.2,96,0.0,3,3.9,22,0.0,4,13,10,6,0,0.0
Chittagong,22.3569,91.7832,25.4,96,0.0,35,4.2,43,0.0,5,13,10,6,0,0.0
Chittagong,22.3569,91.7832,25.2,96,0.0,67,5.1,54,1.0,6,13,10,6,1,0.049538
Chittagong,22.3569,91.7832,26.2,95,0.0,22,8.0,50,81.0,7,13,10,6,1,0.2084625
Chittagong,22.3569,91.7832,27.5,92,0.0,19,7.0,48,284.0,8,13,10,6,1,0.39372
Chittagong,22.3569,91.7832,29.1,83,0.0,0,6.5,44,493.0,9,13,10,6,1,0.5234725
Chittagong,22.3569,91.7832,30.4,74,0.0,1,5.6,25,670.0,10,13,10,6,1,0.6136575000000001
Chittagong,22.3569,91.7832,31.2,69,0.0,0,5.6,353,785.0,11,13,10,6,1,0.649043
Chittagong,22.3569,91.7832,31.6,67,0.0,2,7.1,330,832.0,12,13,10,6,1,0.5912175
Chittagong,22.3569,91.7832,31.7,66,0.0,1,7.9,321,794.0,13,13,10,6,1,0.4967995
Chittagong,22.3569,91.7832,31.6,66,0.0,0,9.1,308,709.0,14,13,10,6,1,0.36772699999999997
Chittagong,22.3569,91.7832,31.2,69,0.0,0,10.2,298,558.0,15,13,10,6,1,0.201773
Chittagong,22.3569,91.7832,30.8,70,0.0,1,9.0,292,358.0,16,13,10,6,1,0.07957700000000001
Chittagong,22.3569,91.7832,29.8,77,0.0,1,6.1,289,146.0,17,13,10,6,1,0.005423
Chittagong,22.3569,91.7832,28.8,79,0.0,1,6.1,300,10.0,18,13,10,6,1,0.0
Chittagong,22.3569,91.7832,28.7,79,0.0,0,8.8,341,0.0,19,13,10,6,0,0.0
Chittagong,22.3569,91.7832,27.8,80,0.0,0,7.6,8,0.0,20,13,10,6,0,0.0
Chittagong,22.3569,91.7832,27.0,81,0.0,0,6.1,24,0.0,21,13,10,6,0,0.0
Chittagong,22.3569,91.7832,26.2,84,0.0,0,5.7,28,0.0,22,13,10,6,0,0.0
Chittagong,22.3569,91.7832,25.5,88,0.0,0,7.4,22,0.0,23,13,10,6,0,0.0
Chittagong,22.3569,91.7832,25.4,88,0.0,0,6.0,9,0.0,0,14,10,0,0,0.0
Chittagong,22.3569,91.7832,25.5,87,0.0,0,5.8,5,0.0,1,14,10,0,0,0.0
Chittagong,22.3569,91.7832,25.4,87,0.0,0,7.2,6,0.0,2,14,10,0,0,0.0
Chittagong,22.3569,91.7832,25.0,87,0.0,0,9.0,12,0.0,3,14,10,0,0,0.0
Chittagong,22.3569,91.7832,24.5,88,0.0,0,8.6,29,0.0,4,14,10,0,0,0.0
Chittagong,22.3569,91.7832,23.9,90,0.0,0,7.5,55,0.0,5,14,10,0,0,0.0
Chittagong,22.3569,91.7832,23.5,92,0.0,0,6.5,58,1.0,6,14,10,0,1,0.047923
Chittagong,22.3569,91.7832,25.2,89,0.0,0,6.6,37,89.0,7,14,10,0,1,0.21591700000000003
Chittagong,22.3569,91.7832,27.0,84,0.0,0,5.8,20,295.0,8,14,10,0,1,0.404685
Chittagong,22.3569,91.7832,28.7,78,0.0,0,5.2,14,504.0,9,14,10,0,1,0.5535625
Chittagong,22.3569,91.7832,30.0,70,0.0,0,5.8,2,677.0,10,14,10,0,1,0.68935
Chittagong,22.3569,91.7832,30.8,65,0.0,0,7.8,341,793.0,11,14,10,0,1,0.6939569999999999
Chittagong,22.3569,91.7832,31.2,61,0.0,0,9.8,329,839.0,12,14,10,0,1,0.667845
Chittagong,22.3569,91.7832,31.4,60,0.0,0,10.8,318,814.0,13,14,10,0,1,0.5812555
Chittagong,22.3569,91.7832,31.4,61,0.0,0,11.2,310,717.0,14,14,10,0,1,0.407643
Chittagong,22.3569,91.7832,31.2,62,0.0,0,11.4,305,560.0,15,14,10,0,1,0.24287050000000002
