zone,latitude,longitude,timestamp,wind_speed_100m_kmh,wind_direction_100m_degree,temperature_c,pressure_msl_hpa
Dhaka,23.8103,90.4125,2024-03-27T10:00,8.4,40,29.2,1016.1
Dhaka,23.8103,90.4125,2024-03-27T11:00,7.4,67,30.5,1015.2
Dhaka,23.8103,90.4125,2024-03-27T12:00,2.9,97,31.4,1014.1
Dhaka,23.8103,90.4125,2024-03-27T13:00,4.3,228,32.0,1013.0
Dhaka,23.8103,90.4125,2024-03-27T14:00,2.9,263,32.3,1011.6
Dhaka,23.8103,90.4125,2024-03-27T15:00,6.5,251,32.7,1010.3
Dhaka,23.8103,90.4125,2024-03-27T16:00,7.1,246,32.4,1009.5
Dhaka,23.8103,90.4125,2024-03-27T17:00,6.3,204,30.8,1009.4
Dhaka,23.8103,90.4125,2024-03-27T18:00,17.5,261,22.8,1011.3
Dhaka,23.8103,90.4125,2024-03-27T19:00,6.6,112,23.7,1011.4
Dhaka,23.8103,90.4125,2024-03-27T20:00,12.8,280,23.0,1013.6
Dhaka,23.8103,90.4125,2024-03-27T21:00,20.6,95,22.9,1013.8
Dhaka,23.8103,90.4125,2024-03-27T22:00,14.8,139,22.8,1014.0
Dhaka,23.8103,90.4125,2024-03-27T23:00,6.6,167,23.3,1013.1
Dhaka,23.8103,90.4125,2024-03-28T00:00,5.2,124,21.8,1012.5
Dhaka,23.8103,90.4125,2024-03-28T01:00,14.5,109,22.1,1012.1
Dhaka,23.8103,90.4125,2024-03-28T02:00,7.8,77,21.7,1011.8
Dhaka,23.8103,90.4125,2024-03-28T03:00,4.0,85,22.6,1011.6
Dhaka,23.8103,90.4125,2024-03-28T04:00,2.2,90,21.9,1011.1
Dhaka,23.8103,90.4125,2024-03-28T05:00,3.4,108,22.1,1011.2
Dhaka,23.8103,90.4125,2024-03-28T06:00,7.0,102,21.8,1011.1
Dhaka,23.8103,90.4125,2024-03-28T07:00,7.8,124,24.0,1012.2
Dhaka,23.8103,90.4125,2024-03-28T08:00,7.9,114,25.4,1013.0
Dhaka,23.8103,90.4125,2024-03-28T09:00,11.3,153,26.7,1013.3
Dhaka,23.8103,90.4125,2024-03-28T10:00,9.2,138,28.5,1012.3
Dhaka,23.8103,90.4125,2024-03-28T11:00,10.0,142,30.1,1011.6
Dhaka,23.8103,90.4125,2024-03-28T12:00,8.5,126,30.5,1010.6
Dhaka,23.8103,90.4125,2024-03-28T13:00,4.9,144,30.2,1009.7
Dhaka,23.8103,90.4125,2024-03-28T14:00,2.3,129,30.0,1008.1
Dhaka,23.8103,90.4125,2024-03-28T15:00,15.3,227,26.3,1008.5
Dhaka,23.8103,90.4125,2024-03-28T16:00,7.4,47,24.8,1007.8
Dhaka,23.8103,90.4125,2024-03-28T17:00,5.2,348,25.2,1008.2
Dhaka,23.8103,90.4125,2024-03-28T18:00,6.2,69,24.9,1008.6
Dhaka,23.8103,90.4125,2024-03-28T19:00,10.9,98,25.1,1009.8
Dhaka,23.8103,90.4125,2024-03-28T20:00,13.8,110,24.9,1010.5
Dhaka,23.8103,90.4125,2024-03-28T21:00,10.6,100,24.3,1011.3
Dhaka,23.8103,90.4125,2024-03-28T22:00,13.0,93,24.0,1011.4
Dhaka,23.8103,90.4125,2024-03-28T23:00,17.0,107,23.8,1011.0
Dhaka,23.8103,90.4125,2024-03-29T00:00,13.6,122,23.0,1010.6
Dhaka,23.8103,90.4125,2024-03-29T01:00,13.0,134,22.7,1009.9
Dhaka,23.8103,90.4125,2024-03-29T02:00,12.2,133,22.4,1009.2
Dhaka,23.8103,90.4125,2024-03-29T03:00,11.2,123,22.1,1008.7
Dhaka,23.8103,90.4125,2024-03-29T04:00,11.5,131,21.8,1008.6
Dhaka,23.8103,90.4125,2024-03-29T05:00,10.9,117,22.0,1008.8
Dhaka,23.8103,90.4125,2024-03-29T06:00,12.2,118,22.0,1009.2
Dhaka,23.8103,90.4125,2024-03-29T07:00,13.8,165,23.7,1010.4
Dhaka,23.8103,90.4125,2024-03-29T08:00,10.3,168,25.6,1011.3
Dhaka,23.8103,90.4125,2024-03-29T09:00,8.9,159,27.6,1011.9
Dhaka,23.8103,90.4125,2024-03-29T10:00,7.5,125,28.6,1011.7
Dhaka,23.8103,90.4125,2024-03-29T11:00,7.1,105,29.7,1011.1
Dhaka,23.8103,90.4125,2024-03-29T12:00,4.2,110,30.7,1010.1
Dhaka,23.8103,90.4125,2024-03-29T13:00,2.2,171,31.1,1009.0
Dhaka,23.8103,90.4125,2024-03-29T14:00,4.1,225,31.4,1008.1
Dhaka,23.8103,90.4125,2024-03-29T15:00,4.6,225,31.3,1007.2
Dhaka,23.8103,90.4125,2024-03-29T16:00,4.7,247,31.3,1006.5
Dhaka,23.8103,90.4125,2024-03-29T17:00,5.7,215,30.9,1006.7
Dhaka,23.8103,90.4125,2024-03-29T18:00,10.2,172,28.8,1007.1
Dhaka,23.8103,90.4125,2024-03-29T19:00,18.1,134,26.1,1008.6
Dhaka,23.8103,90.4125,2024-03-29T20:00,22.5,140,25.4,1009.0
Dhaka,23.8103,90.4125,2024-03-29T21:00,20.8,143,25.2,1009.8
Dhaka,23.8103,90.4125,2024-03-29T22:00,20.1,147,24.8,1010.3
Dhaka,23.8103,90.4125,2024-03-29T23:00,22.3,146,24.9,1010.0
Dhaka,23.8103,90.4125,2024-03-30T00:00,21.4,153,24.8,1009.7
Dhaka,23.8103,90.4125,2024-03-30T01:00,21.8,167,24.6,1009.5
Dhaka,23.8103,90.4125,2024-03-30T02:00,11.6,164,23.9,1009.7
Dhaka,23.8103,90.4125,2024-03-30T03:00,14.1,71,23.6,1009.5
Dhaka,23.8103,90.4125,2024-03-30T04:00,18.5,69,22.8,1009.1
Dhaka,23.8103,90.4125,2024-03-30T05:00,22.3,39,21.6,1009.9
Dhaka,23.8103,90.4125,2024-03-30T06:00,9.4,86,22.0,1010.2
Dhaka,23.8103,90.4125,2024-03-30T07:00,22.6,172,24.0,1011.0
Dhaka,23.8103,90.4125,2024-03-30T08:00,10.1,197,25.5,1012.0
Dhaka,23.8103,90.4125,2024-03-30T09:00,9.4,178,27.4,1012.2
Dhaka,23.8103,90.4125,2024-03-30T10:00,5.4,127,28.3,1012.4
Dhaka,23.8103,90.4125,2024-03-30T11:00,5.2,102,28.2,1011.8
Dhaka,23.8103,90.4125,2024-03-30T12:00,2.6,124,29.9,1010.5
Dhaka,23.8103,90.4125,2024-03-30T13:00,2.6,286,31.6,1009.3
Dhaka,23.8103,90.4125,2024-03-30T14:00,2.1,301,31.9,1008.0
Dhaka,23.8103,90.4125,2024-03-30T15:00,6.5,289,32.2,1007.0
Dhaka,23.8103,90.4125,2024-03-30T16:00,10.8,300,32.2,1006.8
Dhaka,23.8103,90.4125,2024-03-30T17:00,8.2,299,31.9,1006.5
Dhaka,23.8103,90.4125,2024-03-30T18:00,11.8,320,30.1,1007.5
Dhaka,23.8103,90.4125,2024-03-30T19:00,12.0,189,27.0,1008.4
Dhaka,23.8103,90.4125,2024-03-30T20:00,7.1,204,26.0,1009.3
Dhaka,23.8103,90.4125,2024-03-30T21:00,10.6,170,25.6,1010.2
Dhaka,23.8103,90.4125,2024-03-30T22:00,21.3,176,25.7,1010.6
Dhaka,23.8103,90.4125,2024-03-30T23:00,21.0,187,25.7,1010.9
Dhaka,23.8103,90.4125,2024-03-31T00:00,19.4,180,25.5,1010.5
Dhaka,23.8103,90.4125,2024-03-31T01:00,18.6,198,25.3,1010.5
Dhaka,23.8103,90.4125,2024-03-31T02:00,15.7,212,25.0,1010.2
Dhaka,23.8103,90.4125,2024-03-31T03:00,11.8,207,24.1,1009.8
Dhaka,23.8103,90.4125,2024-03-31T04:00,11.7,189,24.8,1009.9
Dhaka,23.8103,90.4125,2024-03-31T05:00,13.2,154,25.3,1010.1
Dhaka,23.8103,90.4125,2024-03-31T06:00,18.3,148,25.5,1010.5
Dhaka,23.8103,90.4125,2024-03-31T07:00,13.9,149,25.6,1011.5
Dhaka,23.8103,90.4125,2024-03-31T08:00,22.8,175,27.1,1012.2
Dhaka,23.8103,90.4125,2024-03-31T09:00,27.9,186,28.1,1012.2
Dhaka,23.8103,90.4125,2024-03-31T10:00,15.3,105,28.2,1012.2
Dhaka,23.8103,90.4125,2024-03-31T11:00,25.0,113,27.9,1011.8
Dhaka,23.8103,90.4125,2024-03-31T12:00,22.2,151,29.8,1010.2
Dhaka,23.8103,90.4125,2024-03-31T13:00,18.5,201,32.8,1009.3
Dhaka,23.8103,90.4125,2024-03-31T14:00,21.9,243,30.0,1007.8
Dhaka,23.8103,90.4125,2024-03-31T15:00,15.3,214,31.9,1006.4
Dhaka,23.8103,90.4125,2024-03-31T16:00,22.8,211,32.3,1005.8
Dhaka,23.8103,90.4125,2024-03-31T17:00,27.0,199,31.2,1005.6
Dhaka,23.8103,90.4125,2024-03-31T18:00,31.5,187,29.9,1005.7
Dhaka,23.8103,90.4125,2024-03-31T19:00,32.8,189,28.6,1006.5
Dhaka,23.8103,90.4125,2024-03-31T20:00,31.6,187,28.3,1006.7
Dhaka,23.8103,90.4125,2024-03-31T21:00,32.5,184,28.1,1007.4
Dhaka,23.8103,90.4125,2024-03-31T22:00,32.2,185,27.6,1007.4
Dhaka,23.8103,90.4125,2024-03-31T23:00,30.8,194,26.8,1007.6
Dhaka,23.8103,90.4125,2024-04-01T00:00,31.7,199,26.0,1006.8
Dhaka,23.8103,90.4125,2024-04-01T01:00,32.2,196,25.6,1005.8
Dhaka,23.8103,90.4125,2024-04-01T02:00,30.5,199,25.3,1005.3
Dhaka,23.8103,90.4125,2024-04-01T03:00,26.8,197,25.1,1004.9
Dhaka,23.8103,90.4125,2024-04-01T04:00,26.4,194,24.8,1004.6
Dhaka,23.8103,90.4125,2024-04-01T05:00,28.3,195,24.7,1004.9
Dhaka,23.8103,90.4125,2024-04-01T06:00,26.7,194,24.6,1005.4
Dhaka,23.8103,90.4125,2024-04-01T07:00,22.0,184,26.1,1006.8
Dhaka,23.8103,90.4125,2024-04-01T08:00,15.0,169,27.9,1007.8
Dhaka,23.8103,90.4125,2024-04-01T09:00,17.3,182,29.8,1008.2
Dhaka,23.8103,90.4125,2024-04-01T10:00,18.1,197,31.5,1007.5
Dhaka,23.8103,90.4125,2024-04-01T11:00,17.0,212,33.4,1006.9
Dhaka,23.8103,90.4125,2024-04-01T12:00,17.6,226,34.9,1005.7
Dhaka,23.8103,90.4125,2024-04-01T13:00,19.8,241,35.8,1004.5
Dhaka,23.8103,90.4125,2024-04-01T14:00,21.7,249,36.4,1003.1
Dhaka,23.8103,90.4125,2024-04-01T15:00,21.3,251,36.2,1002.1
Dhaka,23.8103,90.4125,2024-04-01T16:00,18.2,243,35.9,1001.6
Dhaka,23.8103,90.4125,2024-04-01T17:00,14.0,226,34.2,1001.7
Dhaka,23.8103,90.4125,2024-04-01T18:00,12.7,227,30.8,1002.1
Dhaka,23.8103,90.4125,2024-04-01T19:00,24.2,237,30.1,1004.0
Dhaka,23.8103,90.4125,2024-04-01T20:00,16.3,194,27.8,1005.2
Dhaka,23.8103,90.4125,2024-04-01T21:00,25.4,162,27.2,1006.4
Dhaka,23.8103,90.4125,2024-04-01T22:00,23.4,170,27.3,1006.3
Dhaka,23.8103,90.4125,2024-04-01T23:00,24.0,167,26.7,1005.8
Dhaka,23.8103,90.4125,2024-04-02T00:00,22.6,166,26.4,1005.2
Dhaka,23.8103,90.4125,2024-04-02T01:00,25.2,179,26.0,1005.1
Dhaka,23.8103,90.4125,2024-04-02T02:00,21.2,190,25.7,1004.8
Dhaka,23.8103,90.4125,2024-04-02T03:00,22.2,193,25.4,1004.4
Dhaka,23.8103,90.4125,2024-04-02T04:00,23.0,197,25.4,1004.2
Dhaka,23.8103,90.4125,2024-04-02T05:00,22.2,193,25.2,1004.3
Dhaka,23.8103,90.4125,2024-04-02T06:00,22.1,187,25.0,1005.0
Dhaka,23.8103,90.4125,2024-04-02T07:00,15.7,191,26.1,1006.2
Dhaka,23.8103,90.4125,2024-04-02T08:00,13.0,186,27.9,1007.4
Dhaka,23.8103,90.4125,2024-04-02T09:00,11.3,197,29.8,1007.8
Dhaka,23.8103,90.4125,2024-04-02T10:00,9.7,207,31.6,1007.6
Dhaka,23.8103,90.4125,2024-04-02T11:00,8.7,222,33.3,1006.9
Dhaka,23.8103,90.4125,2024-04-02T12:00,10.8,233,34.6,1006.1
Dhaka,23.8103,90.4125,2024-04-02T13:00,14.3,260,35.5,1004.9
Dhaka,23.8103,90.4125,2024-04-02T14:00,14.9,277,36.1,1003.6
Dhaka,23.8103,90.4125,2024-04-02T15:00,13.8,276,36.1,1002.9
Dhaka,23.8103,90.4125,2024-04-02T16:00,9.4,277,35.4,1002.6
Dhaka,23.8103,90.4125,2024-04-02T17:00,8.7,228,33.6,1002.6
Dhaka,23.8103,90.4125,2024-04-02T18:00,1.4,180,31.2,1003.0
Dhaka,23.8103,90.4125,2024-04-02T19:00,26.8,160,29.6,1004.9
Dhaka,23.8103,90.4125,2024-04-02T20:00,28.3,158,29.2,1005.7
Dhaka,23.8103,90.4125,2024-04-02T21:00,28.3,162,28.6,1006.7
Dhaka,23.8103,90.4125,2024-04-02T22:00,30.7,167,27.9,1007.1
Dhaka,23.8103,90.4125,2024-04-02T23:00,29.2,171,27.4,1007.1
Dhaka,23.8103,90.4125,2024-04-03T00:00,27.7,179,27.0,1006.6
Dhaka,23.8103,90.4125,2024-04-03T01:00,27.3,188,26.6,1006.3
Dhaka,23.8103,90.4125,2024-04-03T02:00,26.1,191,26.1,1006.1
Dhaka,23.8103,90.4125,2024-04-03T03:00,23.3,193,25.7,1006.0
Dhaka,23.8103,90.4125,2024-04-03T04:00,24.3,195,25.7,1006.0
Dhaka,23.8103,90.4125,2024-04-03T05:00,23.1,198,26.0,1006.5
Dhaka,23.8103,90.4125,2024-04-03T06:00,21.4,209,26.1,1007.4
Dhaka,23.8103,90.4125,2024-04-03T07:00,16.3,221,27.0,1008.8
Dhaka,23.8103,90.4125,2024-04-03T08:00,17.6,229,28.5,1009.7
Dhaka,23.8103,90.4125,2024-04-03T09:00,15.3,227,30.3,1009.9
Dhaka,23.8103,90.4125,2024-04-03T10:00,15.6,232,32.0,1009.6
Dhaka,23.8103,90.4125,2024-04-03T11:00,15.9,232,33.6,1009.1
Dhaka,23.8103,90.4125,2024-04-03T12:00,18.5,233,34.8,1008.1
Dhaka,23.8103,90.4125,2024-04-03T13:00,20.1,237,35.5,1006.9
Dhaka,23.8103,90.4125,2024-04-03T14:00,20.0,242,35.8,1005.7
Dhaka,23.8103,90.4125,2024-04-03T15:00,21.3,246,35.7,1004.8
Dhaka,23.8103,90.4125,2024-04-03T16:00,21.6,240,35.4,1004.1
Dhaka,23.8103,90.4125,2024-04-03T17:00,20.3,233,34.3,1004.0
Dhaka,23.8103,90.4125,2024-04-03T18:00,21.1,226,31.6,1004.5
Dhaka,23.8103,90.4125,2024-04-03T19:00,25.2,222,30.3,1006.1
Dhaka,23.8103,90.4125,2024-04-03T20:00,25.2,224,29.5,1007.0
Dhaka,23.8103,90.4125,2024-04-03T21:00,27.6,192,28.4,1007.9
Dhaka,23.8103,90.4125,2024-04-03T22:00,29.9,193,28.4,1008.1
Dhaka,23.8103,90.4125,2024-04-03T23:00,30.2,195,27.8,1007.8
Dhaka,23.8103,90.4125,2024-04-04T00:00,27.4,197,26.9,1007.1
Dhaka,23.8103,90.4125,2024-04-04T01:00,24.0,199,26.2,1006.9
Dhaka,23.8103,90.4125,2024-04-04T02:00,22.9,204,25.6,1006.7
Dhaka,23.8103,90.4125,2024-04-04T03:00,23.4,217,25.4,1006.4
Dhaka,23.8103,90.4125,2024-04-04T04:00,22.2,216,25.2,1006.0
Dhaka,23.8103,90.4125,2024-04-04T05:00,22.0,215,25.1,1006.6
Dhaka,23.8103,90.4125,2024-04-04T06:00,21.4,213,25.9,1007.1
Dhaka,23.8103,90.4125,2024-04-04T07:00,18.8,212,26.8,1007.9
Dhaka,23.8103,90.4125,2024-04-04T08:00,17.9,205,28.3,1008.9
Dhaka,23.8103,90.4125,2024-04-04T09:00,15.0,201,30.0,1009.2
Dhaka,23.8103,90.4125,2024-04-04T10:00,14.9,200,31.8,1009.0
Dhaka,23.8103,90.4125,2024-04-04T11:00,15.0,201,33.7,1008.3
Dhaka,23.8103,90.4125,2024-04-04T12:00,15.1,208,35.1,1007.4
Dhaka,23.8103,90.4125,2024-04-04T13:00,15.4,217,36.3,1006.2
Dhaka,23.8103,90.4125,2024-04-04T14:00,16.2,233,37.0,1005.2
Dhaka,23.8103,90.4125,2024-04-04T15:00,25.7,248,36.6,1004.5
Dhaka,23.8103,90.4125,2024-04-04T16:00,21.2,230,36.1,1003.4
Dhaka,23.8103,90.4125,2024-04-04T17:00,21.1,217,34.7,1003.7
Dhaka,23.8103,90.4125,2024-04-04T18:00,26.1,208,33.0,1004.0
Dhaka,23.8103,90.4125,2024-04-04T19:00,32.4,172,31.1,1005.9
Dhaka,23.8103,90.4125,2024-04-04T20:00,28.5,184,29.9,1006.3
Dhaka,23.8103,90.4125,2024-04-04T21:00,27.8,185,29.0,1006.9
Dhaka,23.8103,90.4125,2024-04-04T22:00,24.6,186,28.4,1007.5
Dhaka,23.8103,90.4125,2024-04-04T23:00,23.2,186,28.0,1006.9
Dhaka,23.8103,90.4125,2024-04-05T00:00,22.8,201,27.7,1006.5
Dhaka,23.8103,90.4125,2024-04-05T01:00,19.8,213,27.2,1006.3
Dhaka,23.8103,90.4125,2024-04-05T02:00,20.2,215,26.7,1005.4
Dhaka,23.8103,90.4125,2024-04-05T03:00,18.5,193,26.1,1004.4
Dhaka,23.8103,90.4125,2024-04-05T04:00,11.5,184,25.3,1004.7
Dhaka,23.8103,90.4125,2024-04-05T05:00,13.1,127,25.4,1005.2
Dhaka,23.8103,90.4125,2024-04-05T06:00,17.9,109,26.0,1006.1
Dhaka,23.8103,90.4125,2024-04-05T07:00,18.9,162,27.4,1007.2
Dhaka,23.8103,90.4125,2024-04-05T08:00,16.3,162,28.3,1007.9
Dhaka,23.8103,90.4125,2024-04-05T09:00,15.8,179,29.4,1008.1
Dhaka,23.8103,90.4125,2024-04-05T10:00,13.6,192,31.2,1007.7
Dhaka,23.8103,90.4125,2024-04-05T11:00,13.2,209,33.0,1007.3
Dhaka,23.8103,90.4125,2024-04-05T12:00,12.1,210,34.5,1006.2
Dhaka,23.8103,90.4125,2024-04-05T13:00,10.8,206,35.4,1004.9
Dhaka,23.8103,90.4125,2024-04-05T14:00,10.6,215,36.2,1003.6
Dhaka,23.8103,90.4125,2024-04-05T15:00,11.8,250,36.5,1002.8
Dhaka,23.8103,90.4125,2024-04-05T16:00,20.2,273,35.5,1002.7
Dhaka,23.8103,90.4125,2024-04-05T17:00,9.1,304,34.8,1002.6
Dhaka,23.8103,90.4125,2024-04-05T18:00,2.6,344,33.2,1002.7
Dhaka,23.8103,90.4125,2024-04-05T19:00,12.0,219,29.9,1004.3
Dhaka,23.8103,90.4125,2024-04-05T20:00,14.9,187,29.5,1004.9
Dhaka,23.8103,90.4125,2024-04-05T21:00,23.1,178,29.9,1005.6
Dhaka,23.8103,90.4125,2024-04-05T22:00,25.9,171,29.3,1005.8
Dhaka,23.8103,90.4125,2024-04-05T23:00,24.2,175,28.6,1005.6
Dhaka,23.8103,90.4125,2024-04-06T00:00,21.6,183,28.1,1005.4
Dhaka,23.8103,90.4125,2024-04-06T01:00,19.7,188,27.5,1005.2
Dhaka,23.8103,90.4125,2024-04-06T02:00,20.2,196,26.9,1005.0
Dhaka,23.8103,90.4125,2024-04-06T03:00,22.1,206,26.5,1005.1
Dhaka,23.8103,90.4125,2024-04-06T04:00,23.2,204,26.2,1004.8
Dhaka,23.8103,90.4125,2024-04-06T05:00,23.5,209,26.1,1005.2
Dhaka,23.8103,90.4125,2024-04-06T06:00,21.4,216,26.5,1006.0
Dhaka,23.8103,90.4125,2024-04-06T07:00,18.1,215,27.8,1007.0
Dhaka,23.8103,90.4125,2024-04-06T08:00,17.1,221,29.2,1007.7
Dhaka,23.8103,90.4125,2024-04-06T09:00,14.0,215,31.0,1008.1
Dhaka,23.8103,90.4125,2024-04-06T10:00,15.3,207,32.7,1008.0
Dhaka,23.8103,90.4125,2024-04-06T11:00,15.0,207,34.4,1007.6
Dhaka,23.8103,90.4125,2024-04-06T12:00,15.1,213,35.9,1006.6
Dhaka,23.8103,90.4125,2024-04-06T13:00,15.0,224,37.2,1005.1
Dhaka,23.8103,90.4125,2024-04-06T14:00,15.8,229,37.9,1003.7
Dhaka,23.8103,90.4125,2024-04-06T15:00,19.2,240,37.8,1002.8
Dhaka,23.8103,90.4125,2024-04-06T16:00,20.6,237,37.4,1002.2
Dhaka,23.8103,90.4125,2024-04-06T17:00,24.4,233,36.3,1002.5
Dhaka,23.8103,90.4125,2024-04-06T18:00,28.7,218,34.7,1002.9
Dhaka,23.8103,90.4125,2024-04-06T19:00,15.6,188,32.1,1004.3
Dhaka,23.8103,90.4125,2024-04-06T20:00,27.3,189,31.9,1005.0
Dhaka,23.8103,90.4125,2024-04-06T21:00,27.8,183,30.8,1005.9
Dhaka,23.8103,90.4125,2024-04-06T22:00,25.2,190,29.9,1006.1
Dhaka,23.8103,90.4125,2024-04-06T23:00,24.3,192,29.2,1006.0
Dhaka,23.8103,90.4125,2024-04-07T00:00,22.1,199,28.5,1005.5
Dhaka,23.8103,90.4125,2024-04-07T01:00,21.6,206,27.9,1005.0
Dhaka,23.8103,90.4125,2024-04-07T02:00,19.8,217,27.4,1004.7
Dhaka,23.8103,90.4125,2024-04-07T03:00,18.4,239,27.0,1004.8
Dhaka,23.8103,90.4125,2024-04-07T04:00,17.2,244,26.6,1005.1
Dhaka,23.8103,90.4125,2024-04-07T05:00,15.9,231,26.2,1005.4
Dhaka,23.8103,90.4125,2024-04-07T06:00,16.6,204,26.0,1006.0
Dhaka,23.8103,90.4125,2024-04-07T07:00,17.7,237,27.8,1007.7
Dhaka,23.8103,90.4125,2024-04-07T08:00,15.0,222,28.8,1008.6
Dhaka,23.8103,90.4125,2024-04-07T09:00,12.9,207,30.5,1008.8
Dhaka,23.8103,90.4125,2024-04-07T10:00,13.2,197,31.5,1008.8
Dhaka,23.8103,90.4125,2024-04-07T11:00,8.7,222,32.7,1008.7
Dhaka,23.8103,90.4125,2024-04-07T12:00,7.2,217,34.4,1007.7
Dhaka,23.8103,90.4125,2024-04-07T13:00,7.1,225,35.0,1006.3
Dhaka,23.8103,90.4125,2024-04-07T14:00,9.7,225,35.8,1005.0
Dhaka,23.8103,90.4125,2024-04-07T15:00,9.9,251,35.8,1004.1
Dhaka,23.8103,90.4125,2024-04-07T16:00,21.0,308,33.7,1004.4
Dhaka,23.8103,90.4125,2024-04-07T17:00,20.9,156,28.4,1004.5
Dhaka,23.8103,90.4125,2024-04-07T18:00,11.5,224,28.3,1005.1
Dhaka,23.8103,90.4125,2024-04-07T19:00,11.9,215,29.3,1006.5
Dhaka,23.8103,90.4125,2024-04-07T20:00,15.1,213,28.8,1007.2
Dhaka,23.8103,90.4125,2024-04-07T21:00,25.8,193,28.8,1007.7
Dhaka,23.8103,90.4125,2024-04-07T22:00,21.5,194,28.5,1007.8
Dhaka,23.8103,90.4125,2024-04-07T23:00,17.0,201,27.1,1008.4
Dhaka,23.8103,90.4125,2024-04-08T00:00,15.8,243,27.6,1008.8
Dhaka,23.8103,90.4125,2024-04-08T01:00,21.9,237,27.1,1008.8
Dhaka,23.8103,90.4125,2024-04-08T02:00,25.7,227,26.8,1008.3
Dhaka,23.8103,90.4125,2024-04-08T03:00,25.1,231,27.2,1008.0
Dhaka,23.8103,90.4125,2024-04-08T04:00,22.7,245,26.3,1008.1
Dhaka,23.8103,90.4125,2024-04-08T05:00,19.0,241,25.2,1008.4
Dhaka,23.8103,90.4125,2024-04-08T06:00,20.2,215,25.6,1008.5
Dhaka,23.8103,90.4125,2024-04-08T07:00,23.7,244,27.2,1009.7
Dhaka,23.8103,90.4125,2024-04-08T08:00,16.0,234,28.3,1010.5
Dhaka,23.8103,90.4125,2024-04-08T09:00,11.5,256,30.5,1011.2
Dhaka,23.8103,90.4125,2024-04-08T10:00,14.8,273,31.5,1011.9
Dhaka,23.8103,90.4125,2024-04-08T11:00,19.2,278,31.7,1012.2
Dhaka,23.8103,90.4125,2024-04-08T12:00,16.0,279,31.1,1011.7
Dhaka,23.8103,90.4125,2024-04-08T13:00,17.4,288,31.3,1011.1
Dhaka,23.8103,90.4125,2024-04-08T14:00,15.1,273,30.7,1010.3
Dhaka,23.8103,90.4125,2024-04-08T15:00,18.7,272,30.0,1009.2
Dhaka,23.8103,90.4125,2024-04-08T16:00,15.3,261,29.3,1008.4
Dhaka,23.8103,90.4125,2024-04-08T17:00,23.5,274,27.9,1008.6
Dhaka,23.8103,90.4125,2024-04-08T18:00,22.3,269,27.6,1009.0
Dhaka,23.8103,90.4125,2024-04-08T19:00,11.4,246,26.8,1009.4
Dhaka,23.8103,90.4125,2024-04-08T20:00,10.9,262,26.0,1010.3
Dhaka,23.8103,90.4125,2024-04-08T21:00,6.8,288,27.2,1010.7
Dhaka,23.8103,90.4125,2024-04-08T22:00,7.4,293,25.3,1011.1
Dhaka,23.8103,90.4125,2024-04-08T23:00,4.9,324,24.6,1011.1
Dhaka,23.8103,90.4125,2024-04-09T00:00,1.5,194,24.1,1010.6
Dhaka,23.8103,90.4125,2024-04-09T01:00,3.6,354,23.5,1010.0
Dhaka,23.8103,90.4125,2024-04-09T02:00,1.0,135,23.6,1009.4
Dhaka,23.8103,90.4125,2024-04-09T03:00,2.6,146,22.9,1009.0
Dhaka,23.8103,90.4125,2024-04-09T04:00,6.0,107,21.7,1008.9
Dhaka,23.8103,90.4125,2024-04-09T05:00,9.9,109,21.6,1009.2
Dhaka,23.8103,90.4125,2024-04-09T06:00,10.5,117,21.6,1009.9
Dhaka,23.8103,90.4125,2024-04-09T07:00,6.3,257,25.0,1011.3
Dhaka,23.8103,90.4125,2024-04-09T08:00,5.2,205,27.2,1012.1
Dhaka,23.8103,90.4125,2024-04-09T09:00,4.8,193,29.4,1012.4
Dhaka,23.8103,90.4125,2024-04-09T10:00,3.2,270,30.6,1012.4
Dhaka,23.8103,90.4125,2024-04-09T11:00,3.9,236,31.9,1012.0
Dhaka,23.8103,90.4125,2024-04-09T12:00,2.7,247,32.7,1011.3
Dhaka,23.8103,90.4125,2024-04-09T13:00,3.1,234,33.4,1010.1
Dhaka,23.8103,90.4125,2024-04-09T14:00,3.4,252,34.3,1009.0
Dhaka,23.8103,90.4125,2024-04-09T15:00,3.3,264,34.8,1007.8
Dhaka,23.8103,90.4125,2024-04-09T16:00,5.6,255,34.6,1007.4
Dhaka,23.8103,90.4125,2024-04-09T17:00,9.3,234,33.6,1007.2
Dhaka,23.8103,90.4125,2024-04-09T18:00,12.6,246,31.4,1007.7
Dhaka,23.8103,90.4125,2024-04-09T19:00,10.8,296,28.2,1008.7
Dhaka,23.8103,90.4125,2024-04-09T20:00,11.6,300,27.0,1009.3
Dhaka,23.8103,90.4125,2024-04-09T21:00,3.3,311,29.4,1009.9
Dhaka,23.8103,90.4125,2024-04-09T22:00,0.5,225,28.8,1010.5
Dhaka,23.8103,90.4125,2024-04-09T23:00,2.2,270,28.4,1010.5
Dhaka,23.8103,90.4125,2024-04-10T00:00,2.4,243,28.0,1010.2
Dhaka,23.8103,90.4125,2024-04-10T01:00,4.0,265,27.5,1009.6
Dhaka,23.8103,90.4125,2024-04-10T02:00,7.2,252,24.2,1009.1
Dhaka,23.8103,90.4125,2024-04-10T03:00,8.4,230,22.7,1008.5
Dhaka,23.8103,90.4125,2024-04-10T04:00,9.7,243,21.3,1008.4
