zone,latitude,longitude,timestamp,temperature_c,humidity_percent,precipitation_mm,cloud_cover_percent,wind_speed_kmh,wind_direction_degree,solar_radiation_wm2,hour,day,month,day_of_week,is_daytime,predicted_generation_mw_per_1mw
Rangpur,25.7439,89.2752,2026-08-30 12:00:00,31.0,80,0.1,100,9.6,84,577.0,12,30,8,6,1,0.4434267
Rangpur,25.7439,89.2752,2026-08-30 13:00:00,31.0,81,0.1,100,9.3,62,521.0,13,30,8,6,1,0.41876546
Rangpur,25.7439,89.2752,2026-08-30 14:00:00,31.2,81,0.1,100,8.9,61,463.0,14,30,8,6,1,0.3471375
Rangpur,25.7439,89.2752,2026-08-30 15:00:00,31.7,78,0.0,100,7.3,60,491.0,15,30,8,6,1,0.2749608
Rangpur,25.7439,89.2752,2026-08-30 16:00:00,32.0,74,0.0,100,6.8,72,424.0,16,30,8,6,1,0.19857918
Rangpur,25.7439,89.2752,2026-08-30 17:00:00,31.0,78,0.5,97,10.0,104,254.0,17,30,8,6,1,0.055612303
Rangpur,25.7439,89.2752,2026-08-30 18:00:00,29.5,87,1.0,99,10.7,131,82.0,18,30,8,6,1,0.007678844
Rangpur,25.7439,89.2752,2026-08-30 19:00:00,28.9,90,0.1,80,8.3,139,4.0,19,30,8,6,1,0.0
Rangpur,25.7439,89.2752,2026-08-30 20:00:00,28.4,89,0.1,80,9.2,129,0.0,20,30,8,6,0,0.0
Rangpur,25.7439,89.2752,2026-08-30 21:00:00,28.4,85,0.0,62,12.8,119,0.0,21,30,8,6,0,0.0
